year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,11,14,1159,1205,-6,1333,1350,-17,MQ,3404,N813MQ,LGA,RDU,66,431,12,5,2013-11-14T17:00:00Z
2013,11,14,1749,1800,-11,1905,1944,-39,EV,5451,N398CA,LGA,PIT,56,335,18,0,2013-11-14T23:00:00Z
2013,11,14,2128,2140,-12,2237,2255,-18,MQ,3621,N813MQ,JFK,DCA,40,213,21,40,2013-11-15T02:00:00Z
2013,11,15,750,755,-5,856,910,-14,MQ,3370,N813MQ,JFK,DCA,42,213,7,55,2013-11-15T12:00:00Z
2013,11,15,805,805,0,1101,1105,-4,DL,2395,N370NB,LGA,PBI,150,1035,8,5,2013-11-15T13:00:00Z
2013,11,15,843,845,-2,1142,1206,-24,EV,4935,N398CA,LGA,SRQ,157,1047,8,45,2013-11-15T13:00:00Z
2013,11,15,1154,1159,-5,1301,1309,-8,MQ,3386,N813MQ,JFK,DCA,46,213,11,59,2013-11-15T16:00:00Z
2013,11,15,1529,1520,9,1848,1839,9,DL,1982,N370NB,LGA,MIA,166,1096,15,20,2013-11-15T20:00:00Z
2013,11,15,1552,1555,-3,1737,1740,-3,EV,5091,N398CA,LGA,PIT,60,335,15,55,2013-11-15T20:00:00Z
2013,11,15,1739,1730,9,1930,1928,2,US,687,N652AW,EWR,CLT,87,529,17,30,2013-11-15T22:00:00Z
2013,11,16,547,545,2,840,855,-15,AA,2243,N5ELAA,JFK,MIA,146,1089,5,45,2013-11-16T10:00:00Z
2013,11,16,958,1000,-2,1257,1236,21,DL,761,N370NB,LGA,DEN,248,1620,10,0,2013-11-16T15:00:00Z
2013,11,16,1350,1355,-5,1720,1715,5,US,686,N652AW,EWR,PHX,309,2133,13,55,2013-11-16T18:00:00Z
2013,11,17,1154,1159,-5,1256,1309,-13,MQ,3386,N813MQ,JFK,DCA,41,213,11,59,2013-11-17T16:00:00Z
2013,11,18,556,600,-4,702,659,3,US,2167,N703UW,LGA,DCA,41,214,6,0,2013-11-18T11:00:00Z
2013,11,18,949,1000,-11,1059,1120,-21,US,2175,N703UW,LGA,DCA,45,214,10,0,2013-11-18T15:00:00Z
2013,11,18,955,1000,-5,1120,1136,-16,UA,673,N438UA,LGA,ORD,118,733,10,0,2013-11-18T15:00:00Z
2013,11,18,1130,1130,0,1304,1326,-22,EV,5373,N398CA,LGA,GSO,74,461,11,30,2013-11-18T16:00:00Z
2013,11,18,1151,1159,-8,1253,1309,-16,MQ,3386,N813MQ,JFK,DCA,46,213,11,59,2013-11-18T16:00:00Z
2013,11,18,1354,1400,-6,1501,1515,-14,US,2183,N703UW,LGA,DCA,43,214,14,0,2013-11-18T19:00:00Z
2013,11,19,1423,1429,-6,1627,1628,-1,DL,1819,N370NB,LGA,MSP,159,1020,14,29,2013-11-19T19:00:00Z
2013,11,21,1452,1455,-3,1633,1650,-17,MQ,3359,N813MQ,JFK,RDU,72,427,14,55,2013-11-21T19:00:00Z
2013,11,21,1944,1945,-1,2115,2130,-15,MQ,3374,N813MQ,JFK,RDU,66,427,19,45,2013-11-22T00:00:00Z
2013,11,21,2053,2100,-7,2201,2214,-13,US,2197,N703UW,LGA,DCA,41,214,21,0,2013-11-22T02:00:00Z
2013,11,22,804,805,-1,942,945,-3,MQ,3531,N813MQ,LGA,RDU,71,431,8,5,2013-11-22T13:00:00Z
2013,11,22,1219,1220,-1,1357,1400,-3,MQ,3361,N813MQ,JFK,RDU,72,427,12,20,2013-11-22T17:00:00Z
2013,11,22,1624,1630,-6,2009,1957,12,US,516,N652AW,EWR,PHX,316,2133,16,30,2013-11-22T21:00:00Z
2013,11,22,2013,1905,68,2224,2131,53,EV,5383,N398CA,LGA,SBN,110,651,19,5,2013-11-23T00:00:00Z
2013,11,24,1503,1455,8,1708,1650,18,MQ,3359,N813MQ,JFK,RDU,72,427,14,55,2013-11-24T19:00:00Z
2013,11,24,1750,1800,-10,1929,1944,-15,EV,5451,N398CA,LGA,PIT,58,335,18,0,2013-11-24T23:00:00Z
2013,11,24,2224,2100,84,2332,2239,53,EV,5048,N398CA,LGA,RIC,48,292,21,0,2013-11-25T02:00:00Z
2013,11,25,2123,2130,-7,2236,2245,-9,MQ,3621,N813MQ,JFK,DCA,44,213,21,30,2013-11-26T02:00:00Z
2013,11,26,823,825,-2,954,1010,-16,MQ,3363,N813MQ,JFK,RDU,75,427,8,25,2013-11-26T13:00:00Z
2013,11,26,1627,1630,-3,1947,1957,-10,US,516,N652AW,EWR,PHX,302,2133,16,30,2013-11-26T21:00:00Z
2013,11,26,1755,1800,-5,1927,1935,-8,MQ,3486,N813MQ,LGA,BNA,133,764,18,0,2013-11-26T23:00:00Z
2013,11,26,1906,1900,6,2053,2035,18,UA,693,N438UA,LGA,ORD,120,733,19,0,2013-11-27T00:00:00Z
2013,11,27,1216,1200,16,1340,1315,25,MQ,3386,N813MQ,JFK,DCA,60,213,12,0,2013-11-27T17:00:00Z
2013,11,27,2157,2159,-2,2314,2322,-8,EV,5311,N398CA,LGA,BGR,48,378,21,59,2013-11-28T02:00:00Z
2013,11,28,757,805,-8,944,945,-1,MQ,3531,N813MQ,LGA,RDU,72,431,8,5,2013-11-28T13:00:00Z
2013,11,28,824,830,-6,1035,1025,10,EV,5423,N398CA,LGA,RDU,70,431,8,30,2013-11-28T13:00:00Z
2013,11,28,904,843,21,1118,1051,27,US,2071,N703UW,LGA,CLT,90,544,8,43,2013-11-28T13:00:00Z
2013,11,28,1300,1220,40,1436,1400,36,MQ,3361,N813MQ,JFK,RDU,75,427,12,20,2013-11-28T17:00:00Z
2013,11,28,1510,1330,100,1634,1509,85,EV,5322,N398CA,LGA,RIC,54,292,13,30,2013-11-28T18:00:00Z
2013,11,28,1652,1700,-8,1758,1825,-27,MQ,3365,N813MQ,JFK,DCA,46,213,17,0,2013-11-28T22:00:00Z
2013,11,29,1452,1455,-3,1631,1650,-19,MQ,3359,N813MQ,JFK,RDU,78,427,14,55,2013-11-29T19:00:00Z
2013,11,29,1942,1945,-3,2123,2130,-7,MQ,3374,N813MQ,JFK,RDU,73,427,19,45,2013-11-30T00:00:00Z
2013,11,29,2148,2159,-11,2307,2322,-15,EV,5311,N398CA,LGA,BGR,54,378,21,59,2013-11-30T02:00:00Z
2013,11,30,838,845,-7,1115,1206,-51,EV,4935,N398CA,LGA,SRQ,138,1047,8,45,2013-11-30T13:00:00Z
2013,11,30,1634,1635,-1,1813,1808,5,EV,5293,N398CA,LGA,ORF,58,296,16,35,2013-11-30T21:00:00Z
2013,12,1,951,1005,-14,1156,1155,1,MQ,3572,N813MQ,LGA,CLE,69,419,10,5,2013-12-01T15:00:00Z
2013,12,1,1002,1015,-13,1322,1342,-20,US,604,N652AW,EWR,PHX,304,2133,10,15,2013-12-01T15:00:00Z
2013,12,1,1400,1325,35,1543,1527,16,EV,5299,N398CA,LGA,MEM,139,963,13,25,2013-12-01T18:00:00Z
2013,12,1,1451,1500,-9,1633,1645,-12,MQ,3416,N813MQ,LGA,RDU,68,431,15,0,2013-12-01T20:00:00Z
2013,12,1,1930,1935,-5,2227,2235,-8,DL,1435,N370NB,LGA,TPA,140,1010,19,35,2013-12-02T00:00:00Z
2013,12,2,1450,1455,-5,1624,1650,-26,MQ,3359,N813MQ,JFK,RDU,71,427,14,55,2013-12-02T19:00:00Z
2013,12,2,1723,1650,33,2001,1955,6,WN,3218,N259WN,EWR,HOU,195,1411,16,50,2013-12-02T21:00:00Z
2013,12,2,1942,1945,-3,2102,2130,-28,MQ,3374,N813MQ,JFK,RDU,63,427,19,45,2013-12-03T00:00:00Z
2013,12,3,715,715,0,915,918,-3,DL,831,N370NB,LGA,DTW,91,502,7,15,2013-12-03T12:00:00Z
2013,12,3,820,825,-5,945,1010,-25,MQ,3363,N813MQ,JFK,RDU,69,427,8,25,2013-12-03T13:00:00Z
2013,12,3,1611,1615,-4,1847,1834,13,EV,5601,N398CA,LGA,CLT,83,544,16,15,2013-12-03T21:00:00Z
2013,12,3,1703,1710,-7,1918,1910,8,MQ,3530,N813MQ,LGA,DTW,96,502,17,10,2013-12-03T22:00:00Z
2013,12,3,2156,2159,-3,2314,2322,-8,EV,5311,N398CA,LGA,BGR,57,378,21,59,2013-12-04T02:00:00Z
2013,12,4,1211,1220,-9,1345,1350,-5,MQ,3461,N813MQ,LGA,BNA,119,764,12,20,2013-12-04T17:00:00Z
2013,12,4,1900,1855,5,2038,2040,-2,MQ,3591,N813MQ,LGA,RDU,76,431,18,55,2013-12-04T23:00:00Z
2013,12,4,1922,1900,22,2357,2359,-2,AA,1029,N5ELAA,JFK,SJU,182,1598,19,0,2013-12-05T00:00:00Z
2013,12,5,652,700,-8,922,959,-37,DL,2285,N370NB,LGA,MCO,125,950,7,0,2013-12-05T12:00:00Z
2013,12,5,741,748,-7,1055,1108,-13,UA,327,N438UA,EWR,PDX,344,2434,7,48,2013-12-05T12:00:00Z
2013,12,5,852,845,7,1053,1053,0,US,2071,N703UW,LGA,CLT,90,544,8,45,2013-12-05T13:00:00Z
2013,12,5,1418,1345,33,1612,1553,19,US,1802,N703UW,JFK,CLT,85,541,13,45,2013-12-05T18:00:00Z
2013,12,5,1731,1520,131,2023,1848,95,DL,1982,N370NB,LGA,MIA,148,1096,15,20,2013-12-05T20:00:00Z
2013,12,5,1735,1450,165,1909,1635,154,MQ,3416,N813MQ,LGA,RDU,75,431,14,50,2013-12-05T19:00:00Z
2013,12,5,NA,1455,NA,NA,1650,NA,MQ,3391,N813MQ,LGA,CMH,NA,479,14,55,2013-12-05T19:00:00Z
2013,12,5,NA,1020,NA,NA,1205,NA,MQ,3466,N813MQ,LGA,RDU,NA,431,10,20,2013-12-05T15:00:00Z
2013,12,5,NA,1945,NA,NA,2150,NA,MQ,3603,N813MQ,LGA,DTW,NA,502,19,45,2013-12-06T00:00:00Z
2013,12,6,753,759,-6,1017,1034,-17,DL,2457,N370NB,LGA,MSY,175,1183,7,59,2013-12-06T12:00:00Z
2013,12,6,1001,1005,-4,1215,1212,3,US,1711,N703UW,LGA,CLT,97,544,10,5,2013-12-06T15:00:00Z
2013,12,6,1014,1005,9,1221,1155,26,MQ,3572,N813MQ,LGA,CLE,73,419,10,5,2013-12-06T15:00:00Z
2013,12,6,1327,1315,12,1726,1657,29,US,456,N652AW,JFK,PHX,333,2153,13,15,2013-12-06T18:00:00Z
2013,12,6,1514,1455,19,1731,1650,41,MQ,3391,N813MQ,LGA,CMH,88,479,14,55,2013-12-06T19:00:00Z
2013,12,6,1554,1545,9,1858,1858,0,DL,1935,N370NB,LGA,TPA,148,1010,15,45,2013-12-06T20:00:00Z
2013,12,6,1955,2000,-5,2058,2110,-12,AA,2314,N3FAAA,JFK,BOS,36,187,20,0,2013-12-07T01:00:00Z
2013,12,6,2034,1945,49,2246,2150,56,MQ,3603,N813MQ,LGA,DTW,85,502,19,45,2013-12-07T00:00:00Z
2013,12,7,925,930,-5,1206,1208,-2,DL,1903,N370NB,LGA,DEN,262,1620,9,30,2013-12-07T14:00:00Z
2013,12,8,754,805,-11,943,945,-2,MQ,3531,N813MQ,LGA,RDU,89,431,8,5,2013-12-08T13:00:00Z
2013,12,8,1246,1220,26,1426,1400,26,MQ,3361,N813MQ,JFK,RDU,83,427,12,20,2013-12-08T17:00:00Z
2013,12,8,1433,1435,-2,1717,1741,-24,DL,1902,N370NB,LGA,PBI,145,1035,14,35,2013-12-08T19:00:00Z
2013,12,8,2323,2130,113,57,2245,132,MQ,3621,N813MQ,JFK,DCA,50,213,21,30,2013-12-09T02:00:00Z
2013,12,9,734,745,-11,1032,1056,-24,DL,2395,N370NB,LGA,PBI,148,1035,7,45,2013-12-09T12:00:00Z
2013,12,9,853,825,28,1034,1010,24,MQ,3363,N813MQ,JFK,RDU,82,427,8,25,2013-12-09T13:00:00Z
2013,12,9,1316,1315,1,1726,1657,29,US,456,N652AW,JFK,PHX,345,2153,13,15,2013-12-09T18:00:00Z
2013,12,9,1424,1355,29,1621,1535,46,MQ,3305,N813MQ,LGA,RDU,78,431,13,55,2013-12-09T18:00:00Z
2013,12,9,1954,1800,114,2202,1935,147,MQ,3486,N813MQ,LGA,BNA,147,764,18,0,2013-12-09T23:00:00Z
2013,12,10,829,830,-1,1122,1037,45,DL,2119,N370NB,LGA,MSP,159,1020,8,30,2013-12-10T13:00:00Z
2013,12,10,1619,1545,34,1939,1905,34,AA,1156,N3FAAA,LGA,DFW,226,1389,15,45,2013-12-10T20:00:00Z
2013,12,11,816,820,-4,949,940,9,MQ,3370,N813MQ,JFK,DCA,49,213,8,20,2013-12-11T13:00:00Z
2013,12,11,1155,1200,-5,1303,1315,-12,MQ,3386,N813MQ,JFK,DCA,52,213,12,0,2013-12-11T17:00:00Z
2013,12,11,1257,1300,-3,1529,1535,-6,DL,439,N370NB,JFK,ATL,126,760,13,0,2013-12-11T18:00:00Z
2013,12,12,757,805,-8,943,945,-2,MQ,3531,N813MQ,LGA,RDU,82,431,8,5,2013-12-12T13:00:00Z
2013,12,12,1016,1015,1,1356,1342,14,US,604,N652AW,EWR,PHX,317,2133,10,15,2013-12-12T15:00:00Z
2013,12,12,1211,1220,-9,1349,1400,-11,MQ,3361,N813MQ,JFK,RDU,77,427,12,20,2013-12-12T17:00:00Z
2013,12,12,1650,1700,-10,1750,1825,-35,MQ,3365,N813MQ,JFK,DCA,45,213,17,0,2013-12-12T22:00:00Z
2013,12,13,843,845,-2,1129,1202,-33,UA,652,N438UA,EWR,IAH,202,1400,8,45,2013-12-13T13:00:00Z
2013,12,13,1454,1455,-1,1646,1650,-4,MQ,3359,N813MQ,JFK,RDU,79,427,14,55,2013-12-13T19:00:00Z
2013,12,13,1900,1900,0,2041,2035,6,UA,693,N438UA,LGA,ORD,134,733,19,0,2013-12-14T00:00:00Z
2013,12,13,1944,1945,-1,2115,2130,-15,MQ,3374,N813MQ,JFK,RDU,72,427,19,45,2013-12-14T00:00:00Z
2013,12,14,819,820,-1,932,940,-8,MQ,3370,N813MQ,JFK,DCA,44,213,8,20,2013-12-14T13:00:00Z
2013,12,14,822,820,2,1037,1021,16,US,409,N652AW,EWR,CLT,96,529,8,20,2013-12-14T13:00:00Z
2013,12,14,1203,1200,3,1427,1315,72,MQ,3386,N813MQ,JFK,DCA,49,213,12,0,2013-12-14T17:00:00Z
2013,12,15,1354,1400,-6,1456,1515,-19,US,2183,N703UW,LGA,DCA,43,214,14,0,2013-12-15T19:00:00Z
2013,12,15,1722,1710,12,1923,1910,13,MQ,3530,N813MQ,LGA,DTW,96,502,17,10,2013-12-15T22:00:00Z
2013,12,15,1754,1800,-6,1904,1919,-15,US,2191,N703UW,LGA,DCA,44,214,18,0,2013-12-15T23:00:00Z
2013,12,16,655,700,-5,753,809,-16,US,2169,N703UW,LGA,DCA,44,214,7,0,2013-12-16T12:00:00Z
2013,12,16,1212,1220,-8,1351,1350,1,MQ,3461,N813MQ,LGA,BNA,126,764,12,20,2013-12-16T17:00:00Z
2013,12,16,1804,1800,4,2000,1940,20,MQ,3501,N813MQ,LGA,RDU,79,431,18,0,2013-12-16T23:00:00Z
2013,12,17,NA,1455,NA,NA,1650,NA,MQ,3391,N813MQ,LGA,CMH,NA,479,14,55,2013-12-17T19:00:00Z
2013,12,17,NA,1020,NA,NA,1205,NA,MQ,3466,N813MQ,LGA,RDU,NA,431,10,20,2013-12-17T15:00:00Z
2013,12,18,744,745,-1,1030,1056,-26,DL,2395,N370NB,LGA,PBI,136,1035,7,45,2013-12-18T12:00:00Z
2013,12,18,1013,1020,-7,1234,1205,29,MQ,3466,N813MQ,LGA,RDU,68,431,10,20,2013-12-18T15:00:00Z
2013,12,18,1517,1520,-3,1817,1848,-31,DL,1982,N370NB,LGA,MIA,143,1096,15,20,2013-12-18T20:00:00Z
2013,12,18,1517,1520,-3,1709,1700,9,MQ,3493,N813MQ,LGA,CLE,71,419,15,20,2013-12-18T20:00:00Z
2013,12,18,1932,1930,2,2139,2130,9,MQ,3573,N813MQ,LGA,CMH,85,479,19,30,2013-12-19T00:00:00Z
2013,12,19,557,600,-3,740,757,-17,DL,731,N370NB,LGA,DTW,84,502,6,0,2013-12-19T11:00:00Z
2013,12,19,819,825,-6,1003,1005,-2,MQ,3272,N813MQ,LGA,CLE,75,419,8,25,2013-12-19T13:00:00Z
2013,12,19,1254,1259,-5,1445,1454,-9,MQ,3388,N813MQ,LGA,CMH,82,479,12,59,2013-12-19T17:00:00Z
2013,12,19,1751,1800,-9,1928,1935,-7,MQ,3486,N813MQ,LGA,BNA,125,764,18,0,2013-12-19T23:00:00Z
2013,12,20,1351,1355,-4,1740,1715,25,US,686,N652AW,EWR,PHX,330,2133,13,55,2013-12-20T18:00:00Z
2013,12,21,600,600,0,800,757,3,DL,731,N370NB,LGA,DTW,95,502,6,0,2013-12-21T11:00:00Z
2013,12,21,1733,1719,14,1918,1917,1,US,687,N652AW,EWR,CLT,85,529,17,19,2013-12-21T22:00:00Z
2013,12,22,1514,1455,19,1720,1650,30,MQ,3359,N813MQ,JFK,RDU,77,427,14,55,2013-12-22T19:00:00Z
2013,12,22,2036,1945,51,2251,2130,81,MQ,3374,N813MQ,JFK,RDU,77,427,19,45,2013-12-23T00:00:00Z
2013,12,23,557,600,-3,736,745,-9,AA,301,N3FAAA,LGA,ORD,129,733,6,0,2013-12-23T11:00:00Z
2013,12,23,1019,1005,14,1205,1155,10,MQ,3572,N813MQ,LGA,CLE,77,419,10,5,2013-12-23T15:00:00Z
2013,12,23,1508,1355,73,1718,1555,83,MQ,3340,N813MQ,LGA,DTW,94,502,13,55,2013-12-23T18:00:00Z
2013,12,24,817,825,-8,953,1005,-12,MQ,3272,N813MQ,LGA,CLE,73,419,8,25,2013-12-24T13:00:00Z
2013,12,24,1233,1240,-7,1418,1440,-22,EV,5078,N398CA,EWR,DTW,89,488,12,40,2013-12-24T17:00:00Z
2013,12,24,1345,1355,-10,1544,1555,-11,MQ,3340,N813MQ,LGA,DTW,86,502,13,55,2013-12-24T18:00:00Z
2013,12,25,823,825,-2,959,1005,-6,MQ,3272,N813MQ,LGA,CLE,76,419,8,25,2013-12-25T13:00:00Z
2013,12,25,1221,1225,-4,1521,1535,-14,AA,1697,N5ELAA,JFK,MIA,154,1089,12,25,2013-12-25T17:00:00Z
2013,12,25,1446,1450,-4,1622,1635,-13,MQ,3416,N813MQ,LGA,RDU,77,431,14,50,2013-12-25T19:00:00Z
2013,12,26,817,825,-8,956,1005,-9,MQ,3272,N813MQ,LGA,CLE,79,419,8,25,2013-12-26T13:00:00Z
2013,12,26,905,845,20,1107,1053,14,US,2071,N703UW,LGA,CLT,96,544,8,45,2013-12-26T13:00:00Z
2013,12,26,1236,1245,-9,1422,1446,-24,DL,1131,N370NB,LGA,DTW,82,502,12,45,2013-12-26T17:00:00Z
2013,12,26,1259,1259,0,1459,1454,5,MQ,3388,N813MQ,LGA,CMH,95,479,12,59,2013-12-26T17:00:00Z
2013,12,26,1313,1240,33,1500,1440,20,EV,5078,N398CA,EWR,DTW,87,488,12,40,2013-12-26T17:00:00Z
2013,12,26,1313,1315,-2,1638,1657,-19,US,456,N652AW,JFK,PHX,300,2153,13,15,2013-12-26T18:00:00Z
2013,12,26,1752,1800,-8,1919,1935,-16,MQ,3486,N813MQ,LGA,BNA,126,764,18,0,2013-12-26T23:00:00Z
2013,12,27,655,705,-10,839,844,-5,UA,331,N438UA,LGA,ORD,122,733,7,5,2013-12-27T12:00:00Z
2013,12,27,952,1000,-8,1117,1135,-18,MQ,3675,N813MQ,LGA,BNA,127,764,10,0,2013-12-27T15:00:00Z
2013,12,27,1854,1900,-6,3,2359,4,AA,1029,N5ELAA,JFK,SJU,190,1598,19,0,2013-12-28T00:00:00Z
2013,12,27,2159,2159,0,2315,2321,-6,EV,5311,N398CA,LGA,BGR,53,378,21,59,2013-12-28T02:00:00Z
2013,12,28,813,815,-2,1022,1021,1,DL,2119,N370NB,LGA,MSP,158,1020,8,15,2013-12-28T13:00:00Z
2013,12,28,832,835,-3,1040,1040,0,MQ,3407,N813MQ,LGA,CMH,81,479,8,35,2013-12-28T13:00:00Z
2013,12,28,1351,1355,-4,1548,1555,-7,MQ,3340,N813MQ,LGA,DTW,83,502,13,55,2013-12-28T18:00:00Z
2013,12,29,848,855,-7,1038,1100,-22,MQ,3478,N813MQ,LGA,DTW,89,502,8,55,2013-12-29T13:00:00Z
2013,12,29,1402,1355,7,1554,1535,19,MQ,3305,N813MQ,LGA,RDU,75,431,13,55,2013-12-29T18:00:00Z
2013,12,29,1525,1455,30,1900,1805,55,AA,1155,N3FAAA,LGA,DFW,234,1389,14,55,2013-12-29T19:00:00Z
2013,12,29,1913,1800,73,2106,1940,86,MQ,3501,N813MQ,LGA,RDU,74,431,18,0,2013-12-29T23:00:00Z
2013,12,30,604,600,4,900,905,-5,AA,1175,N3FAAA,LGA,MIA,158,1096,6,0,2013-12-30T11:00:00Z
2013,12,30,712,715,-3,855,918,-23,DL,831,N370NB,LGA,DTW,87,502,7,15,2013-12-30T12:00:00Z
2013,12,30,816,825,-9,1004,1010,-6,MQ,3363,N813MQ,JFK,RDU,77,427,8,25,2013-12-30T13:00:00Z
2013,12,30,1707,1710,-3,1911,1910,1,MQ,3530,N813MQ,LGA,DTW,90,502,17,10,2013-12-30T22:00:00Z
2013,12,31,815,825,-10,956,1005,-9,MQ,3272,N813MQ,LGA,CLE,79,419,8,25,2013-12-31T13:00:00Z
2013,12,31,1354,1355,-1,1555,1555,0,MQ,3340,N813MQ,LGA,DTW,98,502,13,55,2013-12-31T18:00:00Z
2013,12,31,1758,1805,-7,1904,1935,-31,EV,5326,N398CA,LGA,BTV,44,258,18,5,2013-12-31T23:00:00Z
2013,12,31,1851,1855,-4,2027,2040,-13,MQ,3591,N813MQ,LGA,RDU,72,431,18,55,2013-12-31T23:00:00Z
2013,2,1,626,630,-4,905,859,6,DL,2006,N370NB,LGA,MSY,196,1183,6,30,2013-02-01T11:00:00Z
2013,2,1,1517,1520,-3,1904,1841,23,DL,2115,N370NB,LGA,MIA,164,1096,15,20,2013-02-01T20:00:00Z
2013,2,1,1909,1900,9,2033,2015,18,US,2187,N703UW,LGA,DCA,42,214,19,0,2013-02-02T00:00:00Z
2013,2,2,700,700,0,941,952,-11,DL,2285,N370NB,LGA,MCO,139,950,7,0,2013-02-02T12:00:00Z
2013,2,2,858,855,3,1101,1100,1,EV,4913,N398CA,EWR,DTW,97,488,8,55,2013-02-02T13:00:00Z
2013,2,2,937,940,-3,1240,1250,-10,AA,1871,N3FAAA,LGA,MIA,163,1096,9,40,2013-02-02T14:00:00Z
2013,2,2,1341,1350,-9,1556,1628,-32,DL,1715,N370NB,LGA,MSY,174,1183,13,50,2013-02-02T18:00:00Z
2013,2,2,1548,1550,-2,2038,2050,-12,AA,1635,N5ELAA,JFK,SJU,200,1598,15,50,2013-02-02T20:00:00Z
2013,2,3,823,825,-2,942,945,-3,MQ,4418,N813MQ,JFK,DCA,50,213,8,25,2013-02-03T13:00:00Z
2013,2,3,924,925,-1,1138,1150,-12,WN,3494,N259WN,EWR,DEN,232,1605,9,25,2013-02-03T14:00:00Z
2013,2,3,1131,1134,-3,1341,1345,-4,DL,2219,N370NB,LGA,MSP,152,1020,11,34,2013-02-03T16:00:00Z
2013,2,3,1546,1550,-4,2031,2050,-19,AA,1635,N5ELAA,JFK,SJU,198,1598,15,50,2013-02-03T20:00:00Z
2013,2,4,836,840,-4,1017,1030,-13,MQ,4521,N813MQ,LGA,RDU,78,431,8,40,2013-02-04T13:00:00Z
2013,2,4,1305,1315,-10,1519,1520,-1,MQ,4564,N813MQ,LGA,DTW,112,502,13,15,2013-02-04T18:00:00Z
2013,2,6,1632,1635,-3,1943,2001,-18,US,656,N652AW,EWR,PHX,294,2133,16,35,2013-02-06T21:00:00Z
2013,2,8,1449,1455,-6,1831,1805,26,UA,473,N438UA,EWR,FLL,165,1065,14,55,2013-02-08T19:00:00Z
2013,2,11,849,855,-6,1043,1102,-19,EV,4913,N398CA,EWR,DTW,89,488,8,55,2013-02-11T13:00:00Z
2013,2,11,1008,1015,-7,1348,1340,8,US,75,N652AW,EWR,PHX,317,2133,10,15,2013-02-11T15:00:00Z
2013,2,12,553,600,-7,652,703,-11,US,2114,N703UW,LGA,BOS,33,184,6,0,2013-02-12T11:00:00Z
2013,2,12,1243,1250,-7,1500,1449,11,EV,4893,N398CA,EWR,DTW,89,488,12,50,2013-02-12T17:00:00Z
2013,2,13,1648,1650,-2,1921,1936,-15,UA,372,N438UA,EWR,LAS,306,2227,16,50,2013-02-13T21:00:00Z
2013,2,13,1814,1820,-6,2107,2150,-43,AA,119,N3FAAA,EWR,LAX,320,2454,18,20,2013-02-13T23:00:00Z
2013,2,14,1900,1855,5,2400,2355,5,AA,1613,N5ELAA,JFK,SJU,200,1598,18,55,2013-02-14T23:00:00Z
2013,2,15,1612,1610,2,1748,1756,-8,EV,5486,N398CA,LGA,PIT,64,335,16,10,2013-02-15T21:00:00Z
2013,2,16,1348,1355,-7,1520,1615,-55,EV,4871,N398CA,LGA,MEM,135,963,13,55,2013-02-16T18:00:00Z
2013,2,17,1158,1030,88,1459,1340,79,UA,524,N438UA,EWR,FLL,148,1065,10,30,2013-02-17T15:00:00Z
2013,2,17,1412,1355,17,1557,1615,-18,EV,4931,N398CA,LGA,MEM,136,963,13,55,2013-02-17T18:00:00Z
2013,2,18,533,540,-7,822,850,-28,AA,1141,N5ELAA,JFK,MIA,147,1089,5,40,2013-02-18T10:00:00Z
2013,2,20,2020,2020,0,2312,2317,-5,UA,248,N438UA,EWR,PBI,154,1023,20,20,2013-02-21T01:00:00Z
2013,2,21,622,630,-8,757,810,-13,AA,303,N3FAAA,LGA,ORD,132,733,6,30,2013-02-21T11:00:00Z
2013,2,21,1232,1240,-8,1453,1446,7,DL,1131,N370NB,LGA,DTW,97,502,12,40,2013-02-21T17:00:00Z
2013,2,22,741,746,-5,1037,1053,-16,UA,814,N438UA,EWR,IAH,214,1400,7,46,2013-02-22T12:00:00Z
2013,2,23,1136,1140,-4,1449,1459,-10,DL,1421,N370NB,LGA,RSW,161,1080,11,40,2013-02-23T16:00:00Z
2013,2,23,1926,1929,-3,2232,2246,-14,DL,1133,N370NB,LGA,RSW,166,1080,19,29,2013-02-24T00:00:00Z
2013,2,24,1130,1134,-4,1316,1345,-29,DL,2219,N370NB,LGA,MSP,144,1020,11,34,2013-02-24T16:00:00Z
2013,2,24,1503,1506,-3,1828,1824,4,UA,532,N438UA,EWR,AUS,233,1504,15,6,2013-02-24T20:00:00Z
2013,2,24,1920,1925,-5,2106,2116,-10,EV,4872,N398CA,LGA,BHM,130,866,19,25,2013-02-25T00:00:00Z
2013,2,25,1107,1110,-3,1244,1252,-8,EV,5273,N398CA,LGA,PIT,63,335,11,10,2013-02-25T16:00:00Z
2013,2,25,1133,1140,-7,1513,1459,14,DL,1421,N370NB,LGA,RSW,183,1080,11,40,2013-02-25T16:00:00Z
2013,2,25,1757,1800,-3,1935,1940,-5,UA,540,N438UA,EWR,ORD,115,719,18,0,2013-02-25T23:00:00Z
2013,2,25,1921,1925,-4,2105,2116,-11,EV,4872,N398CA,LGA,BHM,139,866,19,25,2013-02-26T00:00:00Z
2013,2,25,1923,1929,-6,2231,2246,-15,DL,1133,N370NB,LGA,RSW,166,1080,19,29,2013-02-26T00:00:00Z
2013,2,26,1102,1110,-8,1247,1252,-5,EV,5273,N398CA,LGA,PIT,60,335,11,10,2013-02-26T16:00:00Z
2013,2,26,1127,1134,-7,1327,1345,-18,DL,2219,N370NB,LGA,MSP,134,1020,11,34,2013-02-26T16:00:00Z
